5, 0.9, 2.7
6, 1.8, 3.6000000000000005
2, 4.7, 4.73392015141785
7, 6.2, 5.114684741017769
0, 6.2, 5.075431016179809
3, 182.0, 98.49670045235018
4, 235.1, 80.84114051644744
1, 255.0, 64.90916730324
9, 192.1, 63.01499821471076
8, 223.8, 104.71656984450932
16, 0.9, 2.7
10, 6.2, 5.075431016179809
15, 6.3, 5.158488150611572
12, 2.7, 4.124318125460256
17, 7.8, 6.4621977685614045
18, 171.5, 36.04511062543712
19, 145.0, 45.628938186199335
14, 126.0, 41.670133189131995
11, 206.2, 71.54690768999035
13, 281.2, 101.81630517751074
